MODEL;SCENARIO;REGION;VARIABLE;UNIT;2010
Reference;HBS 2010;POL;Income Share|Other|D1;%;11.94736908
Reference;HBS 2010;POL;Income Share|Other|D10;%;0.267631063
Reference;HBS 2010;POL;Income Share|Other|D2;%;2.487442683
Reference;HBS 2010;POL;Income Share|Other|D3;%;1.616308026
Reference;HBS 2010;POL;Income Share|Other|D4;%;1.135974158
Reference;HBS 2010;POL;Income Share|Other|D5;%;0.795376302
Reference;HBS 2010;POL;Income Share|Other|D6;%;0.737023585
Reference;HBS 2010;POL;Income Share|Other|D7;%;0.662922766
Reference;HBS 2010;POL;Income Share|Other|D8;%;0.465535936
Reference;HBS 2010;POL;Income Share|Other|D9;%;0.327975017
Reference;HBS 2010;POL;Income Share|Transfers|D1;%;
Reference;HBS 2010;POL;Income Share|Transfers|D10;%;
Reference;HBS 2010;POL;Income Share|Transfers|D2;%;
Reference;HBS 2010;POL;Income Share|Transfers|D3;%;
Reference;HBS 2010;POL;Income Share|Transfers|D4;%;
Reference;HBS 2010;POL;Income Share|Transfers|D5;%;
Reference;HBS 2010;POL;Income Share|Transfers|D6;%;
Reference;HBS 2010;POL;Income Share|Transfers|D7;%;
Reference;HBS 2010;POL;Income Share|Transfers|D8;%;
Reference;HBS 2010;POL;Income Share|Transfers|D9;%;
Reference;HBS 2010;POL;Savings Rate|D1;%;-94.64067199
Reference;HBS 2010;POL;Savings Rate|D10;%;20.02832866
Reference;HBS 2010;POL;Savings Rate|D2;%;-37.30548984
Reference;HBS 2010;POL;Savings Rate|D3;%;-24.63025259
Reference;HBS 2010;POL;Savings Rate|D4;%;-15.82944566
Reference;HBS 2010;POL;Savings Rate|D5;%;-11.43328261
Reference;HBS 2010;POL;Savings Rate|D6;%;-3.818090654
Reference;HBS 2010;POL;Savings Rate|D7;%;0.957049097
Reference;HBS 2010;POL;Savings Rate|D8;%;3.728645967
Reference;HBS 2010;POL;Savings Rate|D9;%;8.506156142
Reference;HBS 2010;POL;Wealth Share|D1;%;
Reference;HBS 2010;POL;Wealth Share|D10;%;
Reference;HBS 2010;POL;Wealth Share|D2;%;
Reference;HBS 2010;POL;Wealth Share|D3;%;
Reference;HBS 2010;POL;Wealth Share|D4;%;
Reference;HBS 2010;POL;Wealth Share|D5;%;
Reference;HBS 2010;POL;Wealth Share|D6;%;
Reference;HBS 2010;POL;Wealth Share|D7;%;
Reference;HBS 2010;POL;Wealth Share|D8;%;
Reference;HBS 2010;POL;Wealth Share|D9;%;
Reference;HBS 2010;PRT;Education|No Education|D1;%;27.9767667
Reference;HBS 2010;PRT;Education|No Education|D10;%;0.267737617
Reference;HBS 2010;PRT;Education|No Education|D2;%;32.72377286
Reference;HBS 2010;PRT;Education|No Education|D3;%;28.13370474
Reference;HBS 2010;PRT;Education|No Education|D4;%;18.44758065
Reference;HBS 2010;PRT;Education|No Education|D5;%;10.71779744
Reference;HBS 2010;PRT;Education|No Education|D6;%;8.756756757
Reference;HBS 2010;PRT;Education|No Education|D7;%;5.658324266
Reference;HBS 2010;PRT;Education|No Education|D8;%;3.401360544
Reference;HBS 2010;PRT;Education|No Education|D9;%;1.631701632
Reference;HBS 2010;PRT;Education|Not specified|D2;%;0.096246391
Reference;HBS 2010;PRT;Education|Not specified|D4;%;0.100806452
Reference;HBS 2010;PRT;Education|Not specified|D8;%;0.113378685
Reference;HBS 2010;PRT;Education|Primary Education|D1;%;57.69603098
Reference;HBS 2010;PRT;Education|Primary Education|D10;%;10.30789826
Reference;HBS 2010;PRT;Education|Primary Education|D2;%;52.93551492
Reference;HBS 2010;PRT;Education|Primary Education|D3;%;54.7818013
Reference;HBS 2010;PRT;Education|Primary Education|D4;%;58.26612903
Reference;HBS 2010;PRT;Education|Primary Education|D5;%;59.98033432
Reference;HBS 2010;PRT;Education|Primary Education|D6;%;53.83783784
Reference;HBS 2010;PRT;Education|Primary Education|D7;%;50.27203482
Reference;HBS 2010;PRT;Education|Primary Education|D8;%;40.36281179
Reference;HBS 2010;PRT;Education|Primary Education|D9;%;26.92307692
Reference;HBS 2010;PRT;Education|Secondary Education|D1;%;11.13262343
Reference;HBS 2010;PRT;Education|Secondary Education|D10;%;25.0334672
Reference;HBS 2010;PRT;Education|Secondary Education|D2;%;12.70452358
Reference;HBS 2010;PRT;Education|Secondary Education|D3;%;15.59888579
Reference;HBS 2010;PRT;Education|Secondary Education|D4;%;21.97580645
Reference;HBS 2010;PRT;Education|Secondary Education|D5;%;27.23697148
Reference;HBS 2010;PRT;Education|Secondary Education|D6;%;33.18918919
Reference;HBS 2010;PRT;Education|Secondary Education|D7;%;35.9085963
Reference;HBS 2010;PRT;Education|Secondary Education|D8;%;40.24943311
Reference;HBS 2010;PRT;Education|Secondary Education|D9;%;37.2960373
Reference;HBS 2010;PRT;Education|Tertiary Education|D1;%;3.194578896
Reference;HBS 2010;PRT;Education|Tertiary Education|D10;%;64.39089692
Reference;HBS 2010;PRT;Education|Tertiary Education|D2;%;1.539942252
Reference;HBS 2010;PRT;Education|Tertiary Education|D3;%;1.485608171
Reference;HBS 2010;PRT;Education|Tertiary Education|D4;%;1.209677419
Reference;HBS 2010;PRT;Education|Tertiary Education|D5;%;2.064896755
Reference;HBS 2010;PRT;Education|Tertiary Education|D6;%;4.216216216
Reference;HBS 2010;PRT;Education|Tertiary Education|D7;%;8.161044614
Reference;HBS 2010;PRT;Education|Tertiary Education|D8;%;15.87301587
Reference;HBS 2010;PRT;Education|Tertiary Education|D9;%;34.14918415
Reference;HBS 2010;PRT;Emissions per capita|D1;tCO2;2.533879779
Reference;HBS 2010;PRT;Emissions per capita|D10;tCO2;9.214136785
Reference;HBS 2010;PRT;Emissions per capita|D2;tCO2;2.552363025
Reference;HBS 2010;PRT;Emissions per capita|D3;tCO2;2.637695264
Reference;HBS 2010;PRT;Emissions per capita|D4;tCO2;3.041794863
Reference;HBS 2010;PRT;Emissions per capita|D5;tCO2;3.225387637
Reference;HBS 2010;PRT;Emissions per capita|D6;tCO2;3.570998684
Reference;HBS 2010;PRT;Emissions per capita|D7;tCO2;4.11809461
Reference;HBS 2010;PRT;Emissions per capita|D8;tCO2;4.764253319
Reference;HBS 2010;PRT;Emissions per capita|D9;tCO2;5.753761519
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;PRT;Expenditure Decile|D1;%;6.129305425
Reference;HBS 2010;PRT;Expenditure Decile|D10;%;20.25389381
Reference;HBS 2010;PRT;Expenditure Decile|D2;%;6.176997001
Reference;HBS 2010;PRT;Expenditure Decile|D3;%;6.680573827
Reference;HBS 2010;PRT;Expenditure Decile|D4;%;7.536410768
Reference;HBS 2010;PRT;Expenditure Decile|D5;%;7.969240048
Reference;HBS 2010;PRT;Expenditure Decile|D6;%;8.923442709
Reference;HBS 2010;PRT;Expenditure Decile|D7;%;10.61897715
Reference;HBS 2010;PRT;Expenditure Decile|D8;%;11.73579072
Reference;HBS 2010;PRT;Expenditure Decile|D9;%;14.0663095
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D1;%;9.027798367
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D10;%;4.656354448
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D2;%;9.203606647
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D3;%;8.860550285
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D4;%;8.048676567
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D5;%;7.410101483
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D6;%;7.307601358
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D7;%;6.178506957
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D8;%;6.12965609
Reference;HBS 2010;PRT;Expenditure Share|Energy|Housing|D9;%;4.918120936
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D1;%;3.446133736
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D10;%;6.376497279
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D2;%;4.428271919
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D3;%;4.482246123
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D4;%;5.271791093
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D5;%;5.731320931
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D6;%;6.857968589
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D7;%;7.282011159
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D8;%;7.783390691
Reference;HBS 2010;PRT;Expenditure Share|Energy|Transportation|D9;%;7.727185972
Reference;HBS 2010;PRT;Expenditure Share|Food|D1;%;18.19551482
Reference;HBS 2010;PRT;Expenditure Share|Food|D10;%;10.07788572
Reference;HBS 2010;PRT;Expenditure Share|Food|D2;%;17.80523357
Reference;HBS 2010;PRT;Expenditure Share|Food|D3;%;17.57860461
Reference;HBS 2010;PRT;Expenditure Share|Food|D4;%;16.65812731
Reference;HBS 2010;PRT;Expenditure Share|Food|D5;%;16.52248414
Reference;HBS 2010;PRT;Expenditure Share|Food|D6;%;15.84290647
Reference;HBS 2010;PRT;Expenditure Share|Food|D7;%;14.51779471
Reference;HBS 2010;PRT;Expenditure Share|Food|D8;%;14.12439844
Reference;HBS 2010;PRT;Expenditure Share|Food|D9;%;12.12987388
Reference;HBS 2010;PRT;Household Size|D1;number;2.538051005
Reference;HBS 2010;PRT;Household Size|D10;number;2.69147704
Reference;HBS 2010;PRT;Household Size|D2;number;2.353532595
Reference;HBS 2010;PRT;Household Size|D3;number;2.412377438
Reference;HBS 2010;PRT;Household Size|D4;number;2.63019511
Reference;HBS 2010;PRT;Household Size|D5;number;2.656936353
Reference;HBS 2010;PRT;Household Size|D6;number;2.669757676
Reference;HBS 2010;PRT;Household Size|D7;number;2.734402071
Reference;HBS 2010;PRT;Household Size|D8;number;2.725628135
Reference;HBS 2010;PRT;Household Size|D9;number;2.701741732
Reference;HBS 2010;PRT;Income Decile|D1;%;2.822671229
Reference;HBS 2010;PRT;Income Decile|D10;%;29.24468045
Reference;HBS 2010;PRT;Income Decile|D2;%;4.026085349
Reference;HBS 2010;PRT;Income Decile|D3;%;4.92250744
Reference;HBS 2010;PRT;Income Decile|D4;%;6.143113256
Reference;HBS 2010;PRT;Income Decile|D5;%;7.158102986
Reference;HBS 2010;PRT;Income Decile|D6;%;8.33327653
Reference;HBS 2010;PRT;Income Decile|D7;%;9.92787279
Reference;HBS 2010;PRT;Income Decile|D8;%;11.95163636
Reference;HBS 2010;PRT;Income Decile|D9;%;15.61777048
Reference;HBS 2010;PRT;Income Share|Capital|D1;%;
Reference;HBS 2010;PRT;Income Share|Capital|D10;%;
Reference;HBS 2010;PRT;Income Share|Capital|D2;%;
Reference;HBS 2010;PRT;Income Share|Capital|D3;%;
Reference;HBS 2010;PRT;Income Share|Capital|D4;%;
Reference;HBS 2010;PRT;Income Share|Capital|D5;%;
Reference;HBS 2010;PRT;Income Share|Capital|D6;%;
Reference;HBS 2010;PRT;Income Share|Capital|D7;%;
Reference;HBS 2010;PRT;Income Share|Capital|D8;%;
Reference;HBS 2010;PRT;Income Share|Capital|D9;%;
Reference;HBS 2010;PRT;Income Share|Labour|D1;%;3.038882962
Reference;HBS 2010;PRT;Income Share|Labour|D10;%;0.240631128
Reference;HBS 2010;PRT;Income Share|Labour|D2;%;0.951430696
Reference;HBS 2010;PRT;Income Share|Labour|D3;%;1.364521494
Reference;HBS 2010;PRT;Income Share|Labour|D4;%;1.283024626
Reference;HBS 2010;PRT;Income Share|Labour|D5;%;1.033446648
Reference;HBS 2010;PRT;Income Share|Labour|D6;%;0.706625919
Reference;HBS 2010;PRT;Income Share|Labour|D7;%;1.447285567
Reference;HBS 2010;PRT;Income Share|Labour|D8;%;0.633420465
Reference;HBS 2010;PRT;Income Share|Labour|D9;%;0.752450495
Reference;HBS 2010;PRT;Income Share|Other|D1;%;24.99874286
Reference;HBS 2010;PRT;Income Share|Other|D10;%;1.45258229
Reference;HBS 2010;PRT;Income Share|Other|D2;%;14.63205384
Reference;HBS 2010;PRT;Income Share|Other|D3;%;12.67874637
Reference;HBS 2010;PRT;Income Share|Other|D4;%;11.09607399
Reference;HBS 2010;PRT;Income Share|Other|D5;%;7.429309887
Reference;HBS 2010;PRT;Income Share|Other|D6;%;6.311710396
Reference;HBS 2010;PRT;Income Share|Other|D7;%;4.956249387
Reference;HBS 2010;PRT;Income Share|Other|D8;%;4.004647527
Reference;HBS 2010;PRT;Income Share|Other|D9;%;3.537223115
Reference;HBS 2010;PRT;Income Share|Transfers|D1;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D10;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D2;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D3;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D4;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D5;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D6;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D7;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D8;%;
Reference;HBS 2010;PRT;Income Share|Transfers|D9;%;
Reference;HBS 2010;PRT;Savings Rate|D1;%;-146.3095364
Reference;HBS 2010;PRT;Savings Rate|D10;%;21.33507227
Reference;HBS 2010;PRT;Savings Rate|D2;%;-63.35313808
Reference;HBS 2010;PRT;Savings Rate|D3;%;-45.07339018
Reference;HBS 2010;PRT;Savings Rate|D4;%;-33.74708009
Reference;HBS 2010;PRT;Savings Rate|D5;%;-21.02330164
Reference;HBS 2010;PRT;Savings Rate|D6;%;-14.57399329
Reference;HBS 2010;PRT;Savings Rate|D7;%;-14.65593103
Reference;HBS 2010;PRT;Savings Rate|D8;%;-6.127993705
Reference;HBS 2010;PRT;Savings Rate|D9;%;3.573230158
Reference;HBS 2010;PRT;Wealth Share|D1;%;
Reference;HBS 2010;PRT;Wealth Share|D10;%;
Reference;HBS 2010;PRT;Wealth Share|D2;%;
Reference;HBS 2010;PRT;Wealth Share|D3;%;
Reference;HBS 2010;PRT;Wealth Share|D4;%;
Reference;HBS 2010;PRT;Wealth Share|D5;%;
Reference;HBS 2010;PRT;Wealth Share|D6;%;
Reference;HBS 2010;PRT;Wealth Share|D7;%;
Reference;HBS 2010;PRT;Wealth Share|D8;%;
Reference;HBS 2010;PRT;Wealth Share|D9;%;
Reference;HBS 2010;ROU;Education|No Education|D1;%;5.508001489
Reference;HBS 2010;ROU;Education|No Education|D2;%;6.70487106
Reference;HBS 2010;ROU;Education|No Education|D3;%;2.668621701
Reference;HBS 2010;ROU;Education|No Education|D4;%;1.950509461
Reference;HBS 2010;ROU;Education|No Education|D5;%;1.018033741
Reference;HBS 2010;ROU;Education|No Education|D6;%;0.543642404
Reference;HBS 2010;ROU;Education|No Education|D7;%;0.430107527
Reference;HBS 2010;ROU;Education|No Education|D8;%;0.340599455
Reference;HBS 2010;ROU;Education|No Education|D9;%;0.070348224
Reference;HBS 2010;ROU;Education|Primary Education|D1;%;21.58541124
Reference;HBS 2010;ROU;Education|Primary Education|D10;%;0.607533414
Reference;HBS 2010;ROU;Education|Primary Education|D2;%;37.19197708
Reference;HBS 2010;ROU;Education|Primary Education|D3;%;26.18768328
Reference;HBS 2010;ROU;Education|Primary Education|D4;%;19.12663755
Reference;HBS 2010;ROU;Education|Primary Education|D5;%;14.97963933
Reference;HBS 2010;ROU;Education|Primary Education|D6;%;9.694956207
Reference;HBS 2010;ROU;Education|Primary Education|D7;%;5.960061444
Reference;HBS 2010;ROU;Education|Primary Education|D8;%;2.826975477
Reference;HBS 2010;ROU;Education|Primary Education|D9;%;1.406964474
Reference;HBS 2010;ROU;Education|Secondary Education|D1;%;72.34834388
Reference;HBS 2010;ROU;Education|Secondary Education|D10;%;40.70473876
Reference;HBS 2010;ROU;Education|Secondary Education|D2;%;55.35816619
Reference;HBS 2010;ROU;Education|Secondary Education|D3;%;70.11730205
Reference;HBS 2010;ROU;Education|Secondary Education|D4;%;76.94323144
Reference;HBS 2010;ROU;Education|Secondary Education|D5;%;80.91913903
Reference;HBS 2010;ROU;Education|Secondary Education|D6;%;84.62700091
Reference;HBS 2010;ROU;Education|Secondary Education|D7;%;84.91551459
Reference;HBS 2010;ROU;Education|Secondary Education|D8;%;80.38147139
Reference;HBS 2010;ROU;Education|Secondary Education|D9;%;68.48399578
Reference;HBS 2010;ROU;Education|Tertiary Education|D1;%;0.558243394
Reference;HBS 2010;ROU;Education|Tertiary Education|D10;%;58.68772783
Reference;HBS 2010;ROU;Education|Tertiary Education|D2;%;0.744985673
Reference;HBS 2010;ROU;Education|Tertiary Education|D3;%;1.026392962
Reference;HBS 2010;ROU;Education|Tertiary Education|D4;%;1.979621543
Reference;HBS 2010;ROU;Education|Tertiary Education|D5;%;3.0831879
Reference;HBS 2010;ROU;Education|Tertiary Education|D6;%;5.134400483
Reference;HBS 2010;ROU;Education|Tertiary Education|D7;%;8.694316436
Reference;HBS 2010;ROU;Education|Tertiary Education|D8;%;16.45095368
Reference;HBS 2010;ROU;Education|Tertiary Education|D9;%;30.03869152
Reference;HBS 2010;ROU;Emissions per capita|D1;tCO2;1.18320548
Reference;HBS 2010;ROU;Emissions per capita|D10;tCO2;7.519664296
Reference;HBS 2010;ROU;Emissions per capita|D2;tCO2;1.792641868
Reference;HBS 2010;ROU;Emissions per capita|D3;tCO2;2.068185304
Reference;HBS 2010;ROU;Emissions per capita|D4;tCO2;2.469339645
Reference;HBS 2010;ROU;Emissions per capita|D5;tCO2;2.695211833
Reference;HBS 2010;ROU;Emissions per capita|D6;tCO2;3.100906192
Reference;HBS 2010;ROU;Emissions per capita|D7;tCO2;3.451753039
Reference;HBS 2010;ROU;Emissions per capita|D8;tCO2;3.825221665
Reference;HBS 2010;ROU;Emissions per capita|D9;tCO2;4.579112559
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;ROU;Expenditure Decile|D1;%;5.696489168
Reference;HBS 2010;ROU;Expenditure Decile|D10;%;17.93372819
Reference;HBS 2010;ROU;Expenditure Decile|D2;%;6.05104287
Reference;HBS 2010;ROU;Expenditure Decile|D3;%;7.118201013
Reference;HBS 2010;ROU;Expenditure Decile|D4;%;8.111755485
Reference;HBS 2010;ROU;Expenditure Decile|D5;%;8.695187023
Reference;HBS 2010;ROU;Expenditure Decile|D6;%;9.579228679
Reference;HBS 2010;ROU;Expenditure Decile|D7;%;10.72316012
Reference;HBS 2010;ROU;Expenditure Decile|D8;%;12.42320981
Reference;HBS 2010;ROU;Expenditure Decile|D9;%;13.68660114
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D1;%;8.398942556
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D10;%;7.571839089
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D2;%;10.55556603
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D3;%;10.93451817
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D4;%;11.04969679
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D5;%;11.50589393
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D6;%;10.86894165
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D7;%;10.49902692
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D8;%;9.496561177
Reference;HBS 2010;ROU;Expenditure Share|Energy|Housing|D9;%;8.971746077
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D1;%;0.432839224
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D10;%;4.887507243
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D2;%;0.580923529
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D3;%;0.88296733
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D4;%;1.314523698
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D5;%;1.418248075
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D6;%;1.843209725
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D7;%;2.174410947
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D8;%;3.008735728
Reference;HBS 2010;ROU;Expenditure Share|Energy|Transportation|D9;%;3.626765952
Reference;HBS 2010;ROU;Expenditure Share|Food|D1;%;50.31616441
Reference;HBS 2010;ROU;Expenditure Share|Food|D10;%;24.35912621
Reference;HBS 2010;ROU;Expenditure Share|Food|D2;%;43.85366468
Reference;HBS 2010;ROU;Expenditure Share|Food|D3;%;40.12526793
Reference;HBS 2010;ROU;Expenditure Share|Food|D4;%;37.26474741
Reference;HBS 2010;ROU;Expenditure Share|Food|D5;%;35.00512749
Reference;HBS 2010;ROU;Expenditure Share|Food|D6;%;33.1592122
Reference;HBS 2010;ROU;Expenditure Share|Food|D7;%;31.33880242
Reference;HBS 2010;ROU;Expenditure Share|Food|D8;%;29.86140192
Reference;HBS 2010;ROU;Expenditure Share|Food|D9;%;27.4918048
Reference;HBS 2010;ROU;Household Size|D1;number;3.81649358
Reference;HBS 2010;ROU;Household Size|D10;number;2.707961345
Reference;HBS 2010;ROU;Household Size|D2;number;2.86937572
Reference;HBS 2010;ROU;Household Size|D3;number;2.905884305
Reference;HBS 2010;ROU;Household Size|D4;number;2.923598634
Reference;HBS 2010;ROU;Household Size|D5;number;2.753102071
Reference;HBS 2010;ROU;Household Size|D6;number;2.734867914
Reference;HBS 2010;ROU;Household Size|D7;number;2.729863408
Reference;HBS 2010;ROU;Household Size|D8;number;2.81748361
Reference;HBS 2010;ROU;Household Size|D9;number;2.726271113
Reference;HBS 2010;ROU;Income Decile|D1;%;3.335092272
Reference;HBS 2010;ROU;Income Decile|D10;%;23.6229084
Reference;HBS 2010;ROU;Income Decile|D2;%;4.544566694
Reference;HBS 2010;ROU;Income Decile|D3;%;5.850710948
Reference;HBS 2010;ROU;Income Decile|D4;%;7.110663104
Reference;HBS 2010;ROU;Income Decile|D5;%;8.019479075
Reference;HBS 2010;ROU;Income Decile|D6;%;9.211888587
Reference;HBS 2010;ROU;Income Decile|D7;%;10.55171028
Reference;HBS 2010;ROU;Income Decile|D8;%;12.63511113
Reference;HBS 2010;ROU;Income Decile|D9;%;15.14617735
Reference;HBS 2010;ROU;Income Share|Capital|D1;%;
Reference;HBS 2010;ROU;Income Share|Capital|D10;%;
Reference;HBS 2010;ROU;Income Share|Capital|D2;%;
Reference;HBS 2010;ROU;Income Share|Capital|D3;%;
Reference;HBS 2010;ROU;Income Share|Capital|D4;%;
Reference;HBS 2010;ROU;Income Share|Capital|D5;%;
Reference;HBS 2010;ROU;Income Share|Capital|D6;%;
Reference;HBS 2010;ROU;Income Share|Capital|D7;%;
Reference;HBS 2010;ROU;Income Share|Capital|D8;%;
Reference;HBS 2010;ROU;Income Share|Capital|D9;%;
Reference;HBS 2010;ROU;Income Share|Labour|D1;%;
Reference;HBS 2010;ROU;Income Share|Labour|D10;%;
Reference;HBS 2010;ROU;Income Share|Labour|D2;%;
Reference;HBS 2010;ROU;Income Share|Labour|D3;%;
Reference;HBS 2010;ROU;Income Share|Labour|D4;%;
Reference;HBS 2010;ROU;Income Share|Labour|D5;%;
Reference;HBS 2010;ROU;Income Share|Labour|D6;%;
Reference;HBS 2010;ROU;Income Share|Labour|D7;%;
Reference;HBS 2010;ROU;Income Share|Labour|D8;%;
Reference;HBS 2010;ROU;Income Share|Labour|D9;%;
Reference;HBS 2010;ROU;Income Share|Other|D1;%;
Reference;HBS 2010;ROU;Income Share|Other|D10;%;
Reference;HBS 2010;ROU;Income Share|Other|D2;%;
Reference;HBS 2010;ROU;Income Share|Other|D3;%;
Reference;HBS 2010;ROU;Income Share|Other|D4;%;
Reference;HBS 2010;ROU;Income Share|Other|D5;%;
Reference;HBS 2010;ROU;Income Share|Other|D6;%;
Reference;HBS 2010;ROU;Income Share|Other|D7;%;
Reference;HBS 2010;ROU;Income Share|Other|D8;%;
Reference;HBS 2010;ROU;Income Share|Other|D9;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D1;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D10;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D2;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D3;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D4;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D5;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D6;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D7;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D8;%;
Reference;HBS 2010;ROU;Income Share|Transfers|D9;%;
Reference;HBS 2010;ROU;Savings Rate|D1;%;-124.0980996
Reference;HBS 2010;ROU;Savings Rate|D10;%;2.571042846
Reference;HBS 2010;ROU;Savings Rate|D2;%;-65.3213858
Reference;HBS 2010;ROU;Savings Rate|D3;%;-50.5175393
Reference;HBS 2010;ROU;Savings Rate|D4;%;-41.51090989
Reference;HBS 2010;ROU;Savings Rate|D5;%;-34.60285536
Reference;HBS 2010;ROU;Savings Rate|D6;%;-29.95213572
Reference;HBS 2010;ROU;Savings Rate|D7;%;-26.59488928
Reference;HBS 2010;ROU;Savings Rate|D8;%;-20.30312317
Reference;HBS 2010;ROU;Savings Rate|D9;%;-11.30770391
Reference;HBS 2010;ROU;Wealth Share|D1;%;
Reference;HBS 2010;ROU;Wealth Share|D10;%;
Reference;HBS 2010;ROU;Wealth Share|D2;%;
Reference;HBS 2010;ROU;Wealth Share|D3;%;
Reference;HBS 2010;ROU;Wealth Share|D4;%;
Reference;HBS 2010;ROU;Wealth Share|D5;%;
Reference;HBS 2010;ROU;Wealth Share|D6;%;
Reference;HBS 2010;ROU;Wealth Share|D7;%;
Reference;HBS 2010;ROU;Wealth Share|D8;%;
Reference;HBS 2010;ROU;Wealth Share|D9;%;
Reference;HBS 2010;SVK;Education|No Education|D1;%;0.108932462
Reference;HBS 2010;SVK;Education|No Education|D3;%;0.163934426
Reference;HBS 2010;SVK;Education|Primary Education|D1;%;0.217864924
Reference;HBS 2010;SVK;Education|Primary Education|D2;%;0.773993808
Reference;HBS 2010;SVK;Education|Primary Education|D3;%;0.327868852
Reference;HBS 2010;SVK;Education|Primary Education|D4;%;0.165289256
Reference;HBS 2010;SVK;Education|Secondary Education|D1;%;94.88017429
Reference;HBS 2010;SVK;Education|Secondary Education|D10;%;63.93762183
Reference;HBS 2010;SVK;Education|Secondary Education|D2;%;93.9628483
Reference;HBS 2010;SVK;Education|Secondary Education|D3;%;93.27868852
Reference;HBS 2010;SVK;Education|Secondary Education|D4;%;91.40495868
Reference;HBS 2010;SVK;Education|Secondary Education|D5;%;89.34707904
Reference;HBS 2010;SVK;Education|Secondary Education|D6;%;84.9220104
Reference;HBS 2010;SVK;Education|Secondary Education|D7;%;83.89830508
Reference;HBS 2010;SVK;Education|Secondary Education|D8;%;80.03502627
Reference;HBS 2010;SVK;Education|Secondary Education|D9;%;75.89453861
Reference;HBS 2010;SVK;Education|Tertiary Education|D1;%;4.793028322
Reference;HBS 2010;SVK;Education|Tertiary Education|D10;%;36.06237817
Reference;HBS 2010;SVK;Education|Tertiary Education|D2;%;5.263157895
Reference;HBS 2010;SVK;Education|Tertiary Education|D3;%;6.229508197
Reference;HBS 2010;SVK;Education|Tertiary Education|D4;%;8.429752066
Reference;HBS 2010;SVK;Education|Tertiary Education|D5;%;10.65292096
Reference;HBS 2010;SVK;Education|Tertiary Education|D6;%;15.0779896
